smhi_channel	smhi_code	smhi_units	myo_scaling	myo_channel	myo_code	units	valid_min	valid_max	standard_name	type_of_analysis	long_name
8807	CurDir_07	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8808	CurDir_08	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8809	CurDir_09	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8810	CurDir_10	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8811	CurDir_11	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8812	CurDir_12	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8813	CurDir_13	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8814	CurDir_14	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8815	CurDir_15	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8816	CurDir_16	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8817	CurDir_17	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8818	CurDir_18	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8819	CurDir_19	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8820	CurDir_20	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8821	CurDir_21	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8822	CurDir_22	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8823	CurDir_23	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8824	CurDir_24	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8825	CurDir_25	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8826	CurDir_26	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8827	CurDir_27	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8828	CurDir_28	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8829	CurDir_29	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8830	CurDir_30	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8831	CurDir_31	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8832	CurDir_32	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8833	CurDir_33	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8834	CurDir_34	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8835	CurDir_35	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8836	CurDir_36	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8837	CurDir_37	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8838	CurDir_38	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8839	CurDir_39	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8840	CurDir_40	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8841	CurDir_41	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8842	CurDir_42	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8843	CurDir_43	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8844	CurDir_44	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8845	CurDir_45	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8846	CurDir_46	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8847	CurDir_47	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8848	CurDir_48	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8849	CurDir_49	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8850	CurDir_50	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8851	CurDir_51	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8852	CurDir_52	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8853	CurDir_53	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8854	CurDir_54	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8855	CurDir_55	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8856	CurDir_56	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8857	CurDir_57	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8858	CurDir_58	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8859	CurDir_59	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8860	CurDir_60	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8861	CurDir_61	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8862	CurDir_62	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8863	CurDir_63	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8864	CurDir_64	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8865	CurDir_65	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8866	CurDir_66	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8867	CurDir_67	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8868	CurDir_68	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8869	CurDir_69	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8870	CurDir_70	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8871	CurDir_71	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8872	CurDir_72	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8873	CurDir_73	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8874	CurDir_74	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8875	CurDir_75	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8876	CurDir_76	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8877	CurDir_77	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8878	CurDir_78	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8879	CurDir_79	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8880	CurDir_80	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8881	CurDir_81	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8882	CurDir_82	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8883	CurDir_83	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8884	CurDir_84	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8885	CurDir_85	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8886	CurDir_86	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8887	CurDir_87	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8888	CurDir_88	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8889	CurDir_89	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8890	CurDir_90	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8891	CurDir_91	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8892	CurDir_92	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8893	CurDir_93	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8894	CurDir_94	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8895	CurDir_95	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8896	CurDir_96	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8897	CurDir_97	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8898	CurDir_98	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8899	CurDir_99	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8900	CurSp_00	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8901	CurSp_01	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8902	CurSp_02	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8903	CurSp_03	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8904	CurSp_04	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8905	CurSp_05	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8906	CurSp_06	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8907	CurSp_07	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8908	CurSp_08	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8909	CurSp_09	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8910	CurSp_10	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8911	CurSp_11	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8912	CurSp_12	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8913	CurSp_13	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8914	CurSp_14	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8915	CurSp_15	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8916	CurSp_16	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8917	CurSp_17	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8918	CurSp_18	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8919	CurSp_19	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8920	CurSp_20	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8921	CurSp_21	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8922	CurSp_22	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8923	CurSp_23	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8924	CurSp_24	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8925	CurSp_25	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8926	CurSp_26	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8927	CurSp_27	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8928	CurSp_28	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8929	CurSp_29	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8930	CurSp_30	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8931	CurSp_31	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8932	CurSp_32	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8933	CurSp_33	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8934	CurSp_34	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8935	CurSp_35	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8936	CurSp_36	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8937	CurSp_37	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8938	CurSp_38	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8939	CurSp_39	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8940	CurSp_40	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8941	CurSp_41	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8942	CurSp_42	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8943	CurSp_43	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8944	CurSp_44	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8945	CurSp_45	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8946	CurSp_46	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8947	CurSp_47	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8948	CurSp_48	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8949	CurSp_49	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8950	CurSp_50	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8951	CurSp_51	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8952	CurSp_52	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8953	CurSp_53	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8954	CurSp_54	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8955	CurSp_55	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8956	CurSp_56	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8957	CurSp_57	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8958	CurSp_58	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8959	CurSp_59	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8960	CurSp_60	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8961	CurSp_61	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8962	CurSp_62	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8963	CurSp_63	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8964	CurSp_64	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8965	CurSp_65	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8966	CurSp_66	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8967	CurSp_67	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8968	CurSp_68	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8969	CurSp_69	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8970	CurSp_70	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8971	CurSp_71	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8972	CurSp_72	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8973	CurSp_73	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8974	CurSp_74	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8975	CurSp_75	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8976	CurSp_76	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8977	CurSp_77	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8978	CurSp_78	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8979	CurSp_79	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8980	CurSp_80	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8981	CurSp_81	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8982	CurSp_82	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8983	CurSp_83	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8984	CurSp_84	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8985	CurSp_85	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8986	CurSp_86	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8987	CurSp_87	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8988	CurSp_88	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8989	CurSp_89	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8990	CurSp_90	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8991	CurSp_91	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8992	CurSp_92	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8993	CurSp_93	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8994	CurSp_94	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8995	CurSp_95	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8996	CurSp_96	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8997	CurSp_97	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8998	CurSp_98	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
8999	CurSp_99	cm/s	0.01	8184	HCSP	m s-1	0	20	sea_water_speed	-	Horizontal current speed
88001	Year_QC	-	1	88001	YEAR_QC	-	0	9	year_qc	-	Year QC
88002	Latitude_QC	-	1	88002	LATX_QC	-	0	9	latitude_qc	-	Latitude of each location QC
88003	Longitude_QC	-	1	88003	LONX_QC	-	0	9	longitude_qc	-	Longitude of each location QC
88028	WindForce_QC	-	1	88028	WBFO_QC	-	0	9	beaufort_wind_force_qc	-	Beaufort wind force QC
88029	Gust_QC	-	1	88029	GSPD_QC	-	0	9	wind_speed_of_gust_qc	-	Gust wind speed QC
88030	WindDir_QC	-	1	88030	WDIR_QC	-	0	9	wind_from_direction_qc	-	Wind from direction relative true north QC
88031	WindSpeed_QC	-	1	88031	WSPD_QC	-	0	9	wind_speed_qc	-	Horizontal wind speed QC
88032	Airpressure_QC	-	1	88032	ATMP_QC	-	0	9	air_pressure_qc	-	Atmospheric pressure at altitude QC
88033	AirTemp_QC	-	1	88033	DRYT_QC	-	0	9	air_temperature_qc	-	Air temperature in dry bulb QC
88034	Humidity_QC	-	1	88034	RELH_QC	-	0	9	relative_humidity_qc	-	Relative humidity QC
88041	Hs_QC	-	1	88041	VGHS_QC	-	0	9	sea_surface_wave_significant_height_qc	-	Generic format QC
88042	Hs_QC	-	1	88042	VAVH_QC	-	0	9	sea_surface_wave_significant_height_qc	-	Average height highest 1/3 wave (H1/3) QC
88043	Hm0_QC	-	1	88043	VHM0_QC	-	0	9	sea_surface_wave_significant_height_qc	-	Spectral significant wave height (Hm0)QC
88044	Tz_QC	-	1	88044	VTZA_QC	-	0	9	sea_surface_wave_mean_period_qc	-	Average zero crossing wave period (Tz) QC
88045	Mdir_QC	-	1	88045	VMDR_QC	-	0	9	sea_surface_wave_from_direction_qc	-	Mean wave direction from (Mdir) QC
88046	Hmax_estimated_QC	-	1	88046	VEMH_QC	-	0	9	sea_surface_wave_maximum_height_qc	-	Estimated maximum wave height QC
88047	Hmax_zero_up_QC	-	1	88047	VZMX_QC	-	0	9	sea_surface_wave_maximum_height_qc	-	Maximum zero crossing wave height (Hmax) QC
88048	Hmax_zero_down_QC	-	1	88048	VZMD_QC	-	0	9	sea_surface_wave_maximum_height_qc	-	Maximum estimated wave height (Hmax) QC
88060	Fluorescence_QC	-	1	88060	FLUO_QC	-	0	9	fluorescence_qc	-	Fluorescence QC
88061	LightAtt_QC	-	1	88061	TUR2_QC	-	0	9	light_attenuation_qc	-	Light attenuation coefficient QC
88062	Chlorophyll_QC	-	1	88062	CPHL_QC	-	0	9	mass_concentration_of_chlorophyll_a_in_sea_water_qc	-	Chlorophyll-a QC
88063	Chlorophyll-fluorescence_QC	-	1	88063	FLU2_QC	-	0	9	mass_concentration_of_chlorophyll_a_fluorescence_in_sea_water_qc	-	Chlorophyll-a fluorescence QC
88086	Specific_weight_QC	-	1	88086	SPEC_QC	-	0	9	specific_weight_qc	-	Specific weight QC
88087	Temperature_specific_weight_QC	-	1	88087	TSPE_QC	-	0	9	temperature_specific_weight_qc	-	Temperature specific weight QC
88088	Number_of_hits_QC	-	1	88088	CNUM_QC	-	0	9	number_of_hits_qc	-	Number of hits QC
88165	CDOM_QC	-	1	88165	CDOM_QC	-	0	9	colored_dissolved_organic_matter_qc	-	Colored dissolved organic matter QC
88166	Phycoerythrin_QC	-	1	88166	PHER_QC	-	0	9	phycoerythrin_qc	-	Phycoerythrin QC
88167	pCO2_luft_QC	-	1	88167	PCO2_QC	-	0	9	surface_partial_pressure_of_carbon_dioxide_in_sea_water_qc	-	PCO2 air QC
88168	WatPres_QC	-	1	88168	PRES_QC	-	0	9	sea_water pressure_qc	-	Sea preassure QC
88169	Oxygen_QC	-	1	88169	DOX2_QC	-	0	9	moles_of_oxygen_per_unit_mass_in_sea_water_qc	-	Dissolved oxygen QC
88171	Speed_QC	-	1	88171	SPOG_QC	-	0	9	platform_speed_wrt_sea_water_qc	-	Platform speed wrt sea water QC
88173	Phycocyanin_QC	-	1	88173	PHYC_QC	-	0	9	phycocyanin_qc	-	Phycocyanin QC
88174	Turbidity_QC	-	1	88174	TUR4_QC	-	0	9	sea_water_turbidity_qc	-	Turbidity QC
88175	PAR_QC	-	1	88175	LGHT_QC	-	0	9	par_qc	-	Light irradiance immerged par QC
88176	Oxygen_QC	-	1	88176	DOXY_QC	-	0	9	mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_qc	-	Dissolved oxygen QC
88177	PCO2_QC	-	1	88177	XCO2_QC	-	0	9	pco2_qc	-	CO2 mole fraction in dry gas QC
88178	Depth_QC	-	1	88178	DEPH_QC	-	0	9	depth_qc	-	Depth QC
88179	WatTemp_QC	-	1	88179	TEMP_QC	-	0	9	sea_water_temperature_qc	-	Sea temperature QC
88180	WatTemp2_QC	-	1	88180	TEMP2_QC	-	0	9	sea_water_temperature_qc	-	Sea temperature QC
88181	Salinity_QC	-	1	88181	PSAL_QC	-	0	9	sea_water_salinity_qc	-	Practical salininty QC
88182	Salinity2_QC	-	1	88182	PSAL2_QC	-	0	9	sea_water_salinity_qc	-	Practical salinity QC
88183	CurDir_QC	-	1	88183	HCDT_QC	-	0	9	direction_of_sea_water_velocity_qc	-	Current to direction relative true north QC
88184	CurSp_QC	-	1	88184	HCSP_QC	-	0	9	current_speed_qc	-	Horizontal current speed QC
88185	Conductivity_QC	-	1	88185	CNDC_QC	-	0	9	sea_water_electrical_conductivity_qc	-	Electrical conductivity QC
88186	Vdir_QC	-	1	88186	VDIR_QC	-	0	9	sea_surface_wave_from_direction_qc	-	Wave direction relative true north QC
88187	SoundVelocity_QC	-	1	88187	SVEL_QC	-	0	9	speed_of_sound_in_sea_water_qc	-	Sound velocity QC
88188	CurEast_QC	-	1	88188	EWCT_QC	-	0	9	eastward_sea_water_velocity_qc	-	West-east current component QC
88189	CurNorth_QC	-	1	88189	NSCT_QC	-	0	9	northward_sea_water_velocity_qc	-	Sout-north current component QC
88190	Oxy_sat_QC	-	1	88190	OSAT_QC	-	0	9	fractional_saturation_of_oxygen_in_sea_water_qc	-	Oxygen saturation QC
88191	Oxygen_QC	-	1	88191	DOX1_QC	-	0	9	volume_fraction_of_oxygen_in_sea_water_qc	-	Dissolved oxygen QC
88194	Density_QC	-	1	88194	DENS_QC	-	0	9	sea_water_sigma_theta_qc	-	Sea water sigma theta QC
88195	Sealevel_QC	-	1	88195	SLEV_QC	-	0	9	sea_surface_height_above_sea_level_qc	-	Observed sea level QC
